市场代码,证券代码,时间,最新价,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
sz,000001,2022-12-30 09:25:00,13.04,153,4067176,3119,-,13.03,13.02,13.01,13.00,12.99,13.04,13.05,13.06,13.07,13.08,553,350,13,698,5,7473,51,37,5,551
sz,000001,2022-12-30 09:30:00,13.04,89,3866229,2965,-,13.03,13.02,13.01,13.00,12.99,13.04,13.05,13.06,13.07,13.08,1515,350,16,703,105,4639,30,37,5,580
sz,000001,2022-12-30 09:30:03,13.05,182,13458180,10320,-,13.05,13.04,13.03,13.02,13.01,13.07,13.08,13.09,13.10,13.11,344,11628,702,808,589,24,626,403,304,586
sz,000001,2022-12-30 09:30:06,13.07,33,976659,747,-,13.07,13.06,13.05,13.04,13.03,13.08,13.09,13.10,13.11,13.12,2055,1080,643,7248,598,285,459,404,611,1149
sz,000001,2022-12-30 09:30:09,13.08,44,940335,719,-,13.08,13.07,13.06,13.05,13.04,13.09,13.10,13.11,13.12,13.13,1985,1903,580,643,7158,459,414,611,1149,506
sz,000001,2022-12-30 09:30:12,13.1,98,1882034,1438,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,2835,960,592,329,637,152,611,1149,506,370
sz,000001,2022-12-30 09:30:15,13.1,59,1559511,1190,-,13.10,13.09,13.08,13.07,13.06,13.12,13.13,13.14,13.15,13.16,823,1352,665,593,329,1196,506,370,3075,6328
sz,000001,2022-12-30 09:30:18,13.11,166,2216341,1691,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,23,16,1253,665,592,897,506,370,3075,6328
sz,000001,2022-12-30 09:30:21,13.1,61,866343,661,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,758,1150,666,412,434,173,942,506,370,3069
sz,000001,2022-12-30 09:30:24,13.11,63,1506999,1149,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,300,197,1150,576,353,276,513,370,3069,6328
sz,000001,2022-12-30 09:30:27,13.12,60,935193,713,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,251,198,691,572,353,77,513,395,3071,6337
sz,000001,2022-12-30 09:30:30,13.12,63,695426,530,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,96,61,208,691,572,342,435,3072,6337,180
sz,000001,2022-12-30 09:30:33,13.12,58,384271,293,-,13.10,13.09,13.08,13.07,13.06,13.12,13.13,13.14,13.15,13.16,181,700,572,353,434,326,363,465,3124,6337
sz,000001,2022-12-30 09:30:36,13.1,26,565004,431,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,114,698,570,348,454,3,165,394,1465,3124
sz,000001,2022-12-30 09:30:39,13.11,19,218964,167,-,13.11,13.09,13.08,13.07,13.06,13.12,13.13,13.14,13.15,13.16,32,700,436,347,454,288,869,1480,3302,6337
sz,000001,2022-12-30 09:30:42,13.11,46,480345,366,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,88,93,706,436,347,400,869,1482,3302,6342
sz,000001,2022-12-30 09:30:45,13.1,34,561756,429,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,200,706,436,351,454,45,568,846,1492,3329
sz,000001,2022-12-30 09:30:48,13.1,20,220124,168,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,160,706,436,351,454,117,634,926,1492,3343
sz,000001,2022-12-30 09:30:51,13.11,22,169042,129,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,87,771,435,351,454,149,611,1036,1508,3363
sz,000001,2022-12-30 09:30:54,13.11,40,685588,523,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,751,58,771,435,351,668,1034,1511,3273,6342
sz,000001,2022-12-30 09:30:57,13.11,28,686996,524,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,281,78,771,435,351,655,1031,1526,3303,6342
sz,000001,2022-12-30 09:31:00,13.11,20,360573,275,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,119,188,771,462,351,685,981,1586,3400,6352
sz,000001,2022-12-30 09:31:03,13.11,76,635869,485,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,2,84,630,462,351,692,981,681,3516,6352
sz,000001,2022-12-30 09:31:06,13.11,13,61613,47,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,82,630,462,258,482,1022,707,988,680,3551
sz,000001,2022-12-30 09:31:09,13.11,12,15732,12,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,286,630,462,229,482,1160,736,1053,690,3559
sz,000001,2022-12-30 09:31:12,13.11,26,374813,286,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,204,164,177,249,482,1066,706,1053,716,3575
sz,000001,2022-12-30 09:31:15,13.11,37,324994,248,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,131,163,177,249,482,969,695,1053,721,3587
sz,000001,2022-12-30 09:31:18,13.11,43,389295,297,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,257,163,182,251,482,792,788,1055,835,3570
sz,000001,2022-12-30 09:31:21,13.11,82,1406752,1073,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,532,626,163,182,251,621,1055,938,3551,6406
sz,000001,2022-12-30 09:31:24,13.13,96,1033936,788,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,509,1109,655,163,182,1004,965,3562,6408,180
sz,000001,2022-12-30 09:31:27,13.12,66,905830,690,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,373,990,655,163,48,444,973,3557,6420,180
sz,000001,2022-12-30 09:31:30,13.13,20,593473,452,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,582,1010,655,137,48,81,974,3552,6420,180
sz,000001,2022-12-30 09:31:33,13.12,31,269152,205,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,773,1010,488,137,48,64,909,3828,6438,180
sz,000001,2022-12-30 09:31:36,13.12,10,66949,51,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,774,551,493,137,48,116,959,3828,6438,180
sz,000001,2022-12-30 09:31:39,13.13,19,216626,165,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,747,470,493,137,48,269,951,3860,6458,180
sz,000001,2022-12-30 09:31:42,13.13,20,590847,450,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,1015,472,493,137,48,119,1001,3860,6458,180
sz,000001,2022-12-30 09:31:45,13.13,36,464792,354,-,13.13,13.12,13.11,13.10,13.09,13.14,13.15,13.16,13.17,13.18,106,1091,453,491,121,1033,3910,6458,180,965
sz,000001,2022-12-30 09:31:48,13.13,16,292800,223,-,13.13,13.12,13.11,13.10,13.09,13.14,13.15,13.16,13.17,13.18,389,586,453,491,121,1053,3911,6458,387,965
sz,000001,2022-12-30 09:31:51,13.13,30,162812,124,-,13.13,13.12,13.11,13.10,13.09,13.14,13.15,13.16,13.17,13.18,295,322,464,491,121,1114,3931,6465,387,977
sz,000001,2022-12-30 09:31:54,13.13,76,445114,339,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,353,464,541,122,75,30,1110,3926,6469,392
sz,000001,2022-12-30 09:31:57,13.13,12,174594,133,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,512,456,541,122,75,328,1103,3933,6486,392
sz,000001,2022-12-30 09:32:00,13.13,9,346631,264,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,525,456,541,122,75,221,1108,4009,6486,392
sz,000001,2022-12-30 09:32:03,13.13,10,35451,27,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,515,456,541,122,78,344,1129,4149,6486,392
sz,000001,2022-12-30 09:32:06,13.13,69,1863139,1419,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,559,31,83,122,78,207,1133,4231,6491,392
sz,000001,2022-12-30 09:32:09,13.13,18,107638,82,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,543,31,83,122,78,302,1144,4214,6501,392
sz,000001,2022-12-30 09:32:12,13.13,28,596102,454,-,13.13,13.12,13.11,13.10,13.09,13.14,13.15,13.16,13.17,13.18,263,673,31,83,122,1148,4229,6501,392,984
sz,000001,2022-12-30 09:32:15,13.14,26,292838,223,-,13.13,13.12,13.11,13.10,13.09,13.14,13.15,13.16,13.17,13.18,639,163,36,93,122,1150,4225,6511,402,999
sz,000001,2022-12-30 09:32:18,13.13,69,1004486,765,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,439,36,93,122,78,5,1635,4276,6511,402
sz,000001,2022-12-30 09:32:21,13.13,16,126048,96,-,13.13,13.12,13.11,13.10,13.09,13.14,13.15,13.16,13.17,13.18,76,503,43,93,122,1748,4273,6521,422,1002
sz,000001,2022-12-30 09:32:24,13.13,29,233767,178,-,13.13,13.12,13.11,13.10,13.09,13.14,13.15,13.16,13.17,13.18,125,471,43,93,122,1704,4438,6521,422,1007
sz,000001,2022-12-30 09:32:27,13.13,27,467513,356,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,465,36,93,212,78,800,1759,4442,6517,424
sz,000001,2022-12-30 09:32:30,13.13,15,256011,195,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,609,36,93,212,78,714,1757,4462,6517,424
sz,000001,2022-12-30 09:32:33,13.13,35,229767,175,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,631,36,93,213,78,637,1805,4467,6517,450
sz,000001,2022-12-30 09:32:36,13.13,14,104974,80,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,557,36,98,213,78,744,1916,4501,6522,450
sz,000001,2022-12-30 09:32:39,13.12,49,654705,499,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,142,36,98,213,78,1394,1925,4497,6523,450
sz,000001,2022-12-30 09:32:42,13.13,59,1453782,1108,-,13.11,13.10,13.09,13.08,13.07,13.13,13.14,13.15,13.16,13.17,455,98,218,78,279,876,1926,4507,6523,450
sz,000001,2022-12-30 09:32:45,13.12,24,452896,345,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,2,578,98,218,78,706,1926,4352,6523,450
sz,000001,2022-12-30 09:32:48,13.13,17,94469,72,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,123,463,98,218,78,755,2007,4352,6518,455
sz,000001,2022-12-30 09:32:51,13.12,16,295304,225,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,14,473,98,218,78,721,1925,4305,6511,456
sz,000001,2022-12-30 09:32:54,13.12,36,456371,348,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,308,98,218,78,278,130,827,1935,4340,6514
sz,000001,2022-12-30 09:32:57,13.12,10,104906,80,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,496,98,218,78,278,189,1089,1931,4340,6514
sz,000001,2022-12-30 09:33:00,13.11,10,39333,30,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,482,98,218,90,278,593,1096,1937,4340,6514
sz,000001,2022-12-30 09:33:03,13.11,47,1105175,843,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,141,218,90,280,483,3,698,1077,1929,4340
sz,000001,2022-12-30 09:33:06,13.12,11,73422,56,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,45,312,218,90,280,737,1075,2015,4340,6527
sz,000001,2022-12-30 09:33:09,13.11,38,396003,302,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,6,222,218,90,280,520,1095,2015,4348,6527
sz,000001,2022-12-30 09:33:12,13.12,33,121938,93,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,26,213,218,90,280,624,1095,2004,4348,6537
sz,000001,2022-12-30 09:33:15,13.12,82,1722664,1313,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,192,936,177,218,90,1006,2004,4348,6537,510
sz,000001,2022-12-30 09:33:18,13.12,23,398899,304,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,211,944,176,218,100,1126,2004,4348,6539,510
sz,000001,2022-12-30 09:33:21,13.12,9,450016,343,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,1014,176,218,100,85,86,1137,1963,4337,6539
sz,000001,2022-12-30 09:33:24,13.12,9,70816,54,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,1063,176,218,100,85,185,1041,1959,4339,6539
sz,000001,2022-12-30 09:33:27,13.12,9,150797,115,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,1018,143,218,100,85,285,1066,1863,4339,6539
sz,000001,2022-12-30 09:33:30,13.12,7,166511,127,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,924,141,218,100,85,337,1106,1868,4338,6540
sz,000001,2022-12-30 09:33:33,13.11,27,85221,65,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,871,156,218,100,85,391,1156,1868,4350,6540
sz,000001,2022-12-30 09:33:36,13.11,27,338404,258,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,799,100,218,100,85,238,1243,1868,4350,6540
sz,000001,2022-12-30 09:33:39,13.12,24,266319,203,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,312,100,218,100,85,176,1263,1868,4342,6540
sz,000001,2022-12-30 09:33:42,13.11,5,13111,10,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,303,100,217,100,85,245,1269,1868,4333,6540
sz,000001,2022-12-30 09:33:45,13.11,17,114081,87,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,252,120,217,124,85,396,1274,2231,4233,6533
sz,000001,2022-12-30 09:33:48,13.11,46,483759,369,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,189,217,124,85,170,8,760,1360,2231,4333
sz,000001,2022-12-30 09:33:51,13.11,30,94356,72,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,39,237,217,112,85,800,1360,2232,4333,6533
sz,000001,2022-12-30 09:33:54,13.1,40,250318,191,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,84,217,112,85,175,305,798,1254,2236,4363
sz,000001,2022-12-30 09:33:57,13.09,23,148028,113,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,204,112,85,175,67,153,324,813,1265,2305
sz,000001,2022-12-30 09:34:00,13.1,5,7858,6,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,213,112,85,200,79,160,206,1029,1275,2325
sz,000001,2022-12-30 09:34:03,13.1,10,121780,93,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,170,112,85,200,79,120,199,886,1288,2353
sz,000001,2022-12-30 09:34:06,13.11,45,571192,436,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,86,28,732,85,200,25,886,1287,2353,4311
sz,000001,2022-12-30 09:34:09,13.1,19,260784,199,-,13.10,13.09,13.08,13.07,13.06,13.12,13.13,13.14,13.15,13.16,185,28,732,96,200,806,1245,2353,4325,6537
sz,000001,2022-12-30 09:34:12,13.1,8,176865,135,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,413,68,732,96,180,81,914,1245,2353,4325
sz,000001,2022-12-30 09:34:15,13.11,15,174352,133,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,1053,255,423,96,180,17,843,1245,2353,4325
sz,000001,2022-12-30 09:34:18,13.11,14,200569,153,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,651,861,1224,112,98,853,1245,2335,4275,6537
sz,000001,2022-12-30 09:34:21,13.12,59,1206994,920,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,126,620,740,1274,112,1344,2327,4275,6537,574
sz,000001,2022-12-30 09:34:24,13.12,15,220485,168,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,786,404,454,1274,112,1323,2326,4270,6537,574
sz,000001,2022-12-30 09:34:27,13.12,24,447505,341,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,615,411,484,1274,112,1211,2296,4270,6519,574
sz,000001,2022-12-30 09:34:30,13.12,6,34133,26,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,615,411,473,435,112,1237,2346,4270,6519,574
sz,000001,2022-12-30 09:34:33,13.12,15,366053,279,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,81,307,468,465,112,1178,2355,4299,6519,574
sz,000001,2022-12-30 09:34:36,13.12,22,236157,180,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,153,302,465,112,98,1055,1169,2435,4309,6519
sz,000001,2022-12-30 09:34:39,13.1,16,394713,301,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,310,465,112,96,189,654,506,1127,2435,4313
sz,000001,2022-12-30 09:34:42,13.1,18,805870,615,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,121,465,111,96,189,288,482,1137,2535,4313
sz,000001,2022-12-30 09:34:45,13.1,13,75990,58,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,137,465,111,96,189,279,503,1152,2598,4322
sz,000001,2022-12-30 09:34:48,13.11,35,231872,177,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,457,111,91,189,97,186,459,397,1152,2598
sz,000001,2022-12-30 09:34:51,13.1,13,310470,237,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,457,111,131,191,97,36,368,398,1165,2578
sz,000001,2022-12-30 09:34:54,13.1,10,159820,122,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,88,543,181,156,191,369,426,1150,2565,4392
sz,000001,2022-12-30 09:34:57,13.1,25,441320,337,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,351,181,156,191,99,61,279,460,1165,2565
sz,000001,2022-12-30 09:35:00,13.1,11,230560,176,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,444,181,156,191,99,48,278,485,1185,2572
sz,000001,2022-12-30 09:35:03,13.09,10,111287,85,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,393,154,156,191,99,26,277,530,1188,2735
sz,000001,2022-12-30 09:35:06,13.1,32,582762,445,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,48,132,123,176,193,194,539,1195,2737,4392
sz,000001,2022-12-30 09:35:09,13.09,25,231841,177,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,22,123,176,193,200,955,264,539,1195,2749
sz,000001,2022-12-30 09:35:12,13.09,22,664976,508,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,350,125,178,194,200,774,264,554,1165,2749
sz,000001,2022-12-30 09:35:15,13.1,44,802982,613,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,201,125,178,196,210,239,208,568,1168,2749
sz,000001,2022-12-30 09:35:18,13.11,39,606869,463,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,17,6,205,125,228,658,1168,2740,4390,6491
sz,000001,2022-12-30 09:35:21,13.12,54,1105905,843,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,68,277,6,71,125,1268,2761,4390,6491,574
sz,000001,2022-12-30 09:35:24,13.13,8,91845,70,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,10,277,6,84,122,1263,2761,4461,6451,574
sz,000001,2022-12-30 09:35:27,13.13,11,163967,125,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,77,239,24,124,123,1258,2761,4455,6451,577
sz,000001,2022-12-30 09:35:30,13.13,12,128581,98,-,13.12,13.11,13.10,13.09,13.08,13.13,13.14,13.15,13.16,13.17,56,269,28,124,123,1114,2720,4455,6451,577
sz,000001,2022-12-30 09:35:33,13.12,20,521946,398,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,35,28,705,123,224,57,1370,3279,4465,6451
sz,000001,2022-12-30 09:35:36,13.11,1,9177,7,-,13.11,13.10,13.09,13.08,13.07,13.12,13.13,13.14,13.15,13.16,28,28,705,123,224,113,1407,3292,4465,6451
sz,000001,2022-12-30 09:35:39,13.11,17,104811,80,-,13.10,13.09,13.08,13.07,13.06,13.11,13.12,13.13,13.14,13.15,99,124,173,224,196,47,768,1417,3189,4466
sz,000001,2022-12-30 09:35:42,13.1,21,159823,122,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,53,173,225,196,260,6,130,839,1459,3148
sz,000001,2022-12-30 09:35:45,13.09,45,271130,207,-,13.09,13.08,13.07,13.06,13.05,13.10,13.11,13.12,13.13,13.14,4,193,225,196,260,2,160,854,1549,3126
sz,000001,2022-12-30 09:35:48,13.1,22,235738,180,-,13.08,13.07,13.06,13.05,13.04,13.10,13.11,13.12,13.13,13.14,191,205,196,260,3361,401,179,854,1549,2796
sz,000001,2022-12-30 09:35:51,13.08,11,95523,73,-,13.08,13.07,13.06,13.05,13.04,13.09,13.10,13.11,13.12,13.13,157,205,196,260,3361,146,402,187,1041,1658
sz,000001,2022-12-30 09:35:54,13.07,28,347969,266,-,13.07,13.06,13.05,13.04,13.03,13.08,13.09,13.10,13.11,13.12,160,196,260,3361,513,241,380,407,962,1086
sz,000001,2022-12-30 09:35:57,13.07,39,286272,219,-,13.06,13.05,13.04,13.03,13.02,13.07,13.08,13.09,13.10,13.11,196,296,3361,513,201,2,267,396,417,962
sz,000001,2022-12-30 09:36:00,13.06,15,94063,72,-,13.06,13.05,13.04,13.03,13.02,13.07,13.08,13.09,13.10,13.11,133,326,3459,513,201,152,348,134,339,962
sz,000001,2022-12-30 09:36:03,13.06,13,135824,104,-,13.06,13.05,13.04,13.03,13.02,13.07,13.08,13.09,13.10,13.11,129,326,3459,513,201,234,439,134,417,1038
sz,000001,2022-12-30 09:36:06,13.06,13,202430,155,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,316,3465,513,201,1373,294,234,439,134,417
sz,000001,2022-12-30 09:36:09,13.06,17,198433,152,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,259,3439,513,201,1373,263,109,321,134,417
sz,000001,2022-12-30 09:36:12,13.06,14,87450,67,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,353,3419,528,201,1373,287,109,321,134,412
sz,000001,2022-12-30 09:36:15,13.06,8,67864,52,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,384,3416,528,201,1348,283,110,321,138,412
sz,000001,2022-12-30 09:36:18,13.06,23,159294,122,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,405,3431,531,201,1398,205,110,321,138,412
sz,000001,2022-12-30 09:36:21,13.05,14,225776,173,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,305,3431,516,201,1408,202,110,321,138,393
sz,000001,2022-12-30 09:36:24,13.06,18,282033,216,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,283,3398,518,201,1408,109,110,321,138,357
sz,000001,2022-12-30 09:36:27,13.05,11,96573,74,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,239,3394,420,201,1408,160,110,321,138,403
sz,000001,2022-12-30 09:36:30,13.05,33,571588,438,-,13.04,13.03,13.02,13.01,13.00,13.05,13.06,13.07,13.08,13.09,3366,420,301,1413,2376,429,206,93,321,129
sz,000001,2022-12-30 09:36:33,13.05,23,412169,316,-,13.04,13.03,13.02,13.01,13.00,13.05,13.06,13.07,13.08,13.09,3236,420,311,1443,2376,408,109,58,257,110
sz,000001,2022-12-30 09:36:36,13.05,14,298780,229,-,13.04,13.03,13.02,13.01,13.00,13.05,13.06,13.07,13.08,13.09,3181,430,311,1443,2376,256,109,56,257,110
sz,000001,2022-12-30 09:36:39,13.05,11,189284,145,-,13.04,13.03,13.02,13.01,13.00,13.05,13.06,13.07,13.08,13.09,3122,408,311,1443,2393,201,109,56,257,110
sz,000001,2022-12-30 09:36:42,13.05,14,178785,137,-,13.04,13.03,13.02,13.01,13.00,13.05,13.06,13.07,13.08,13.09,3122,408,316,1493,2393,186,113,56,257,110
sz,000001,2022-12-30 09:36:45,13.05,32,335383,257,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,157,3126,402,316,1533,113,56,177,110,372
sz,000001,2022-12-30 09:36:48,13.05,6,40455,31,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,180,3028,402,316,1533,123,56,177,110,372
sz,000001,2022-12-30 09:36:51,13.06,49,305526,234,-,13.06,13.05,13.04,13.03,13.02,13.07,13.08,13.09,13.10,13.11,89,660,3013,402,319,56,177,110,375,949
sz,000001,2022-12-30 09:36:54,13.06,28,285908,219,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,589,2933,402,319,1543,69,74,177,110,375
sz,000001,2022-12-30 09:36:57,13.05,2,52202,40,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,568,2953,402,319,1543,67,56,177,110,375
sz,000001,2022-12-30 09:37:00,13.06,2,14365,11,-,13.05,13.04,13.03,13.02,13.01,13.06,13.07,13.08,13.09,13.10,577,2953,402,319,1543,57,73,177,110,375
sz,000001,2022-12-30 09:37:03,13.06,14,180192,138,-,13.06,13.05,13.04,13.03,13.02,13.07,13.08,13.09,13.10,13.11,32,693,2307,422,322,55,177,109,445,949
sz,000001,2022-12-30 09:37:06,13.06,15,33958,26,-,13.06,13.05,13.04,13.03,13.02,13.07,13.08,13.09,13.10,13.11,439,856,2267,424,322,64,177,109,445,949
sz,000001,2022-12-30 09:37:09,13.07,8,57466,44,-,13.06,13.05,13.04,13.03,13.02,13.07,13.08,13.09,13.10,13.11,562,871,2267,424,334,63,177,109,455,949
