市场代码,证券代码,时间,最新价,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
sh,510050,2019-10-31 09:25:01,3.0070,112,5178655.0000,17222,S,3.0070,3.0060,3.0050,3.0040,3.0030,3.0080,3.0090,3.0100,3.0110,3.0120,2768,2950,3830,18160,4354,7830,3122,6639,584,1971
sh,510050,2019-10-31 09:30:01,3.0090,77,4671964.0000,15532,S,3.0080,3.0070,3.0060,3.0050,3.0040,3.0090,3.0100,3.0110,3.0120,3.0130,2,1943,15685,3599,322,3477,7064,5295,2573,1443
sh,510050,2019-10-31 09:30:04,3.0070,82,1812481.0000,6027,S,3.0060,3.0050,3.0040,3.0030,3.0020,3.0070,3.0080,3.0090,3.0100,3.0110,16646,4179,419,4229,242,6519,9477,4927,14798,6196
sh,510050,2019-10-31 09:30:07,3.0060,41,6413870.0000,21327,S,3.0060,3.0050,3.0040,3.0030,3.0020,3.0070,3.0090,3.0100,3.0110,3.0120,18001,4179,419,4229,242,28,4920,16858,7239,6221
sh,510050,2019-10-31 09:30:10,3.0070,3,91110.0000,303,S,3.0060,3.0050,3.0040,3.0030,3.0020,3.0070,3.0080,3.0090,3.0100,3.0110,18301,4479,1419,25,242,175,904,8182,16858,7239
sh,510050,2019-10-31 09:30:13,3.0070,6,66460.0000,221,S,3.0070,3.0060,3.0050,3.0040,3.0030,3.0080,3.0090,3.0100,3.0110,3.0120,132,12848,4279,7419,25,904,8232,16858,7239,3421
sh,510050,2019-10-31 09:30:16,3.0060,4,928860.0000,3090,S,3.0070,3.0060,3.0050,3.0040,3.0030,3.0080,3.0090,3.0100,3.0110,3.0120,10,1896,4179,4419,1025,1701,10832,16858,7239,3398
sh,510050,2019-10-31 09:30:19,3.0060,2,3610.0000,12,S,3.0060,3.0050,3.0040,3.0030,3.0020,3.0070,3.0080,3.0090,3.0100,3.0110,1894,1110,1619,2025,242,6026,5151,7932,16926,6839
sh,510050,2019-10-31 09:30:22,3.0050,8,619230.0000,2060,S,3.0050,3.0040,3.0030,3.0020,3.0010,3.0060,3.0070,3.0080,3.0090,3.0100,1040,1919,8825,6242,939,7021,14046,9351,4945,16926
sh,510050,2019-10-31 09:30:25,3.0050,8,654480.0000,2177,S,3.0050,3.0040,3.0030,3.0020,3.0010,3.0060,3.0070,3.0080,3.0090,3.0100,940,3185,8958,1242,939,9081,28486,10351,4926,17046
sh,510050,2019-10-31 09:30:28,3.0050,3,308320.0000,1026,S,3.0040,3.0030,3.0020,3.0010,3.0000,3.0050,3.0060,3.0070,3.0080,3.0090,1419,8225,4242,939,3396,3260,12029,28588,7502,4756
sh,510050,2019-10-31 09:30:31,3.0040,8,520620.0000,1733,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,8225,5975,1673,3396,3896,81,2988,12633,26393,6748
sh,510050,2019-10-31 09:30:34,3.0040,1,7220.0000,24,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,8526,9240,2673,3396,3896,107,2992,12728,16743,6748
sh,510050,2019-10-31 09:30:37,3.0030,6,62780.0000,209,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,2520,15240,2748,3396,3896,174,96,15855,10743,9748
sh,510050,2019-10-31 09:30:40,3.0030,12,725260.0000,2415,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,6370,9240,2748,3396,3896,3,1205,6865,19743,6748
sh,510050,2019-10-31 09:30:43,3.0040,5,119560.0000,398,S,3.0040,3.0030,3.0020,3.0010,3.0000,3.0050,3.0060,3.0070,3.0080,3.0090,123,6001,5507,2748,3446,4223,18900,7743,6781,4519
sh,510050,2019-10-31 09:30:46,3.0030,3,103010.0000,343,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,8780,8507,8748,4080,3896,5300,13223,19005,7708,6781
sh,510050,2019-10-31 09:30:49,3.0030,3,2611110.0000,8695,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,1,2507,14748,4080,3896,8290,28223,7348,1642,6981
sh,510050,2019-10-31 09:30:55,3.0030,9,583600.0000,1944,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,7512,8214,4080,4630,373,233,9408,19223,13348,1642
sh,510050,2019-10-31 09:30:58,3.0030,9,1211180.0000,4033,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,2995,7607,2114,4080,4630,7104,16246,4548,10642,6830
sh,510050,2019-10-31 09:31:01,3.0020,10,782320.0000,2605,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0040,3.0050,3.0060,3.0070,3.0080,10040,5114,5084,4630,373,104,16227,13048,4455,6830
sh,510050,2019-10-31 09:31:04,3.0030,2,31240.0000,104,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,2996,4040,8114,5084,5630,324,7228,6714,5455,6930
sh,510050,2019-10-31 09:31:07,3.0030,3,32740.0000,109,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,3687,12640,2114,5084,5630,824,1228,21714,5485,3980
sh,510050,2019-10-31 09:31:10,3.0020,12,3117250.0000,10381,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,2053,2114,10350,4896,473,1806,6824,1228,15714,5485
sh,510050,2019-10-31 09:31:13,3.0040,9,822920.0000,2740,S,3.0040,3.0020,3.0010,3.0000,2.9990,3.0050,3.0060,3.0070,3.0080,3.0090,5066,5053,5114,4417,4019,4328,12714,1384,10180,4225
sh,510050,2019-10-31 09:31:16,3.0020,5,2637290.0000,8783,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0050,3.0060,3.0070,3.0080,11654,2089,4417,4019,473,3819,4339,21714,1384,4180
sh,510050,2019-10-31 09:31:19,3.0020,8,1247160.0000,4153,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0050,3.0060,3.0070,3.0080,3.0090,3051,14602,2139,4708,5019,6927,22714,4384,2680,4215
sh,510050,2019-10-31 09:31:22,3.0030,2,12910.0000,43,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0050,3.0060,3.0070,3.0080,3.0090,3458,4153,11339,4674,5019,15730,19714,4384,2680,4215
sh,510050,2019-10-31 09:31:25,3.0040,3,257520.0000,857,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,3508,4503,11539,4674,5019,1376,12137,25714,4384,2737
sh,510050,2019-10-31 09:31:28,3.0040,2,67570.0000,225,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,3398,4603,8539,5675,4019,1276,18303,12714,5384,2737
sh,510050,2019-10-31 09:31:31,3.0040,2,1810.0000,6,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,3398,4603,11539,5875,4019,1370,12300,18774,8384,2737
sh,510050,2019-10-31 09:31:34,3.0030,5,302760.0000,1008,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,2980,4603,5539,11885,4019,897,18335,12774,5455,2737
sh,510050,2019-10-31 09:31:37,3.0040,4,378680.0000,1261,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,1519,13603,2539,6654,4753,1165,12401,18774,8455,2737
sh,510050,2019-10-31 09:31:40,3.0030,2,6010.0000,20,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,1509,7603,8539,6654,4743,1489,9598,12774,5655,2737
sh,510050,2019-10-31 09:31:43,3.0050,9,474340.0000,1579,S,3.0040,3.0030,3.0020,3.0010,3.0000,3.0050,3.0060,3.0070,3.0080,3.0090,410,1562,4603,8539,6654,9548,12774,8655,2737,4246
sh,510050,2019-10-31 09:31:46,3.0040,3,296500.0000,987,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,4612,3586,12539,5786,4743,5063,3698,24774,1655,3737
sh,510050,2019-10-31 09:31:49,3.0040,3,131570.0000,438,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,1612,656,15539,5836,4743,4751,10823,18774,1655,3737
sh,510050,2019-10-31 09:31:52,3.0030,12,484090.0000,1612,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,656,12639,8836,4743,813,7627,10624,19910,6774,1655
sh,510050,2019-10-31 09:31:55,3.0030,1,3000.0000,10,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,756,15639,5836,4736,813,7617,10634,20013,6774,1655
sh,510050,2019-10-31 09:31:58,3.0040,10,2323640.0000,7738,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,3100,7456,8639,5836,5736,4514,11425,7809,16655,1737
sh,510050,2019-10-31 09:32:01,3.0040,2,54670.0000,182,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,3100,7556,8639,5840,5736,1447,11425,19809,4655,1737
sh,510050,2019-10-31 09:32:04,3.0040,3,349350.0000,1163,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,5865,12456,2639,5840,5736,419,5437,10809,4655,1737
sh,510050,2019-10-31 09:32:10,3.0030,1,15020.0000,50,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,6124,656,14239,5840,4736,669,8776,15809,4655,1737
sh,510050,2019-10-31 09:32:13,3.0030,2,213210.0000,710,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,2654,389,8239,21840,4736,3719,8776,21809,2655,1737
sh,510050,2019-10-31 09:32:19,3.0030,7,872070.0000,2904,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,391,2143,15940,13736,843,18699,33267,2776,3809,2655
sh,510050,2019-10-31 09:32:22,3.0020,8,129390.0000,431,S,3.0010,3.0000,2.9990,2.9980,2.9970,3.0020,3.0030,3.0040,3.0050,3.0060,2143,15940,13736,843,283,2609,18738,43264,2776,3809
sh,510050,2019-10-31 09:32:25,3.0010,15,668330.0000,2227,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,5207,4736,9843,9283,430,3790,5669,25638,14014,2776
sh,510050,2019-10-31 09:32:28,3.0010,1,22500.0000,75,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,4957,4736,19577,1283,430,9002,5824,28479,14887,2811
sh,510050,2019-10-31 09:32:31,3.0010,29,903010.0000,3010,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,11789,4002,18843,1283,430,8994,2975,25479,15037,2811
sh,510050,2019-10-31 09:32:34,3.0000,22,2027990.0000,6760,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,5046,4002,12843,8018,1165,5978,17975,10479,14783,2811
sh,510050,2019-10-31 09:32:37,3.0010,6,1149040.0000,3830,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,1660,4516,12843,8018,1165,5584,20860,10479,14783,2730
sh,510050,2019-10-31 09:32:40,3.0000,5,620100.0000,2067,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,7516,15843,2018,1165,1010,14612,5927,5820,18579,17783
sh,510050,2019-10-31 09:32:43,3.0000,7,1272900.0000,4243,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,9188,16143,2018,1165,1010,10000,3346,11997,12579,17783
sh,510050,2019-10-31 09:32:46,3.0000,26,3318230.0000,11061,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,11938,19792,843,1283,430,3346,2970,12579,23783,4240
sh,510050,2019-10-31 09:32:49,3.0020,7,1148170.0000,3827,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0020,3.0030,3.0040,3.0050,3.0060,6441,19401,7143,1283,430,8814,14945,17783,4240,4641
sh,510050,2019-10-31 09:32:52,3.0010,4,18300.0000,61,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,6112,22401,1043,1283,430,113,2814,20945,13783,5172
sh,510050,2019-10-31 09:32:55,3.0010,1,15000.0000,50,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,6698,25201,1043,2018,1165,864,2814,20876,16783,5247
sh,510050,2019-10-31 09:32:58,3.0000,3,297910.0000,993,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,4445,13101,7043,8018,1165,10183,2814,23876,13783,5147
sh,510050,2019-10-31 09:33:04,3.0000,2,239400.0000,798,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,4381,25201,1013,1018,1165,4123,5663,20876,16783,4110
sh,510050,2019-10-31 09:33:07,3.0010,12,1419140.0000,4729,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,3712,13501,13013,2018,1169,2643,8696,17876,17783,4110
sh,510050,2019-10-31 09:33:10,3.0000,5,148820.0000,496,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,3442,22551,4013,2068,1169,2480,2696,23876,17783,4110
sh,510050,2019-10-31 09:33:13,3.0010,4,915310.0000,3050,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,13572,13702,1013,2068,4169,1570,2696,14876,20783,7110
sh,510050,2019-10-31 09:33:16,3.0010,3,510160.0000,1700,S,3.0010,3.0000,2.9990,2.9980,2.9970,3.0020,3.0030,3.0040,3.0050,3.0060,1602,13233,14202,813,2068,2661,5876,23783,16110,3874
sh,510050,2019-10-31 09:33:25,3.0020,7,185530.0000,618,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,2449,14736,14763,4652,1547,8293,16944,22110,6874,1794
sh,510050,2019-10-31 09:33:28,3.0020,1,15610.0000,52,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,4705,17901,14689,4452,1547,5876,18432,19110,9874,1794
sh,510050,2019-10-31 09:33:31,3.0030,1,3000.0000,10,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,4905,26401,5489,5452,4383,5866,15432,19110,7874,1794
sh,510050,2019-10-31 09:33:34,3.0020,3,71450.0000,238,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,7797,26405,5636,6156,4483,5847,13015,12910,10874,1794
sh,510050,2019-10-31 09:33:37,3.0030,6,2481680.0000,8264,S,3.0030,3.0020,3.0010,3.0000,2.9990,3.0040,3.0050,3.0060,3.0070,3.0080,956,4796,26505,5659,6156,3015,18910,10874,1794,907
sh,510050,2019-10-31 09:33:43,3.0030,7,297300.0000,990,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0040,3.0050,3.0060,3.0070,3.0080,6460,23505,6559,5156,1647,6015,18910,6874,2794,907
sh,510050,2019-10-31 09:33:46,3.0030,1,8110.0000,27,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,6470,14305,18544,5156,1647,6172,9015,24910,6879,2794
sh,510050,2019-10-31 09:33:58,3.0030,5,205700.0000,685,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,6674,11105,20288,8656,1213,18177,12191,21910,7879,2001
sh,510050,2019-10-31 09:34:01,3.0020,1,12010.0000,40,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,6847,11105,20303,9156,1213,18177,12291,21910,7879,2001
sh,510050,2019-10-31 09:34:04,3.0030,1,3000.0000,10,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,6806,10940,19569,9056,1113,18167,9625,18910,10879,2001
sh,510050,2019-10-31 09:34:07,3.0030,1,5110.0000,17,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,6987,1940,10542,22956,1847,18150,9625,21910,6879,2001
sh,510050,2019-10-31 09:34:13,3.0030,20,4351340.0000,14491,S,3.0010,3.0000,2.9990,2.9980,2.9970,3.0030,3.0040,3.0050,3.0060,3.0070,1940,28542,8956,1847,333,4423,21625,6875,4879,2103
sh,510050,2019-10-31 09:34:16,3.0020,3,39320.0000,131,S,3.0010,3.0000,2.9990,2.9980,2.9970,3.0020,3.0030,3.0040,3.0050,3.0060,2950,7042,8956,19847,333,8369,20023,6625,3875,4879
sh,510050,2019-10-31 09:34:22,3.0020,2,150700.0000,502,S,3.0010,3.0000,2.9990,2.9980,2.9970,3.0020,3.0030,3.0040,3.0050,3.0060,1668,7042,7956,20847,333,19527,29026,6964,4875,6879
sh,510050,2019-10-31 09:34:25,3.0010,11,515270.0000,1717,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,7012,7222,23113,333,534,312,23208,22426,3893,4800
sh,510050,2019-10-31 09:34:31,3.0000,7,774300.0000,2581,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,4330,7325,14113,10068,1269,19141,24594,4523,893,4800
sh,510050,2019-10-31 09:34:34,3.0000,27,1397700.0000,4659,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,16525,12813,1068,1269,1291,3354,6475,17994,4523,3893
sh,510050,2019-10-31 09:34:37,3.0000,2,356700.0000,1189,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,8026,21813,948,1534,1291,2172,475,20994,5523,3893
sh,510050,2019-10-31 09:34:40,3.0000,7,342900.0000,1143,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,8230,19013,3213,1534,1291,1093,2431,20994,8523,893
sh,510050,2019-10-31 09:34:43,3.0000,7,44980.0000,150,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,7930,1013,9213,11269,2026,3016,8431,21144,5523,893
sh,510050,2019-10-31 09:34:46,2.9990,34,931800.0000,3107,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,4573,1013,213,17269,2041,5965,23431,12144,2523,3893
sh,510050,2019-10-31 09:34:49,2.9990,19,1562830.0000,5211,S,2.9980,2.9970,2.9960,2.9950,2.9940,2.9990,3.0000,3.0010,3.0020,3.0030,1013,4413,19919,2041,310,5058,14106,23294,6144,1523
sh,510050,2019-10-31 09:34:52,2.9990,3,51000.0000,170,S,2.9980,2.9970,2.9960,2.9950,2.9940,2.9990,3.0000,3.0010,3.0020,3.0030,974,21813,1519,2041,310,5088,8106,20294,3483,4523
sh,510050,2019-10-31 09:34:55,2.9990,4,1525880.0000,5088,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,712,10374,15463,1369,2041,5465,5174,483,16523,993
sh,510050,2019-10-31 09:35:01,2.9990,1,58480.0000,195,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,769,8413,18720,4634,2041,6065,20174,9483,5523,993
sh,510050,2019-10-31 09:35:04,3.0000,1,600.0000,2,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,770,5413,21720,1649,2091,5413,20341,6483,5523,993
sh,510050,2019-10-31 09:35:07,3.0000,1,15000.0000,50,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,7274,23613,720,1649,2091,2364,5341,15483,8523,3972
sh,510050,2019-10-31 09:35:10,2.9990,4,47090.0000,157,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,7472,23761,720,1649,2091,17,5341,18483,5523,972
sh,510050,2019-10-31 09:35:13,3.0000,3,9300.0000,31,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,471,9608,23807,726,1649,2341,15483,5423,3972,3728
sh,510050,2019-10-31 09:35:16,3.0000,2,21600.0000,72,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,409,9716,20807,1726,649,2339,9483,10423,1972,3728
sh,510050,2019-10-31 09:35:19,3.0010,2,2690.0000,9,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,401,16019,10143,10726,710,8341,15483,4423,1972,6728
sh,510050,2019-10-31 09:35:22,3.0000,2,14400.0000,48,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,364,16191,10143,9766,710,5002,24483,1423,972,6728
sh,510050,2019-10-31 09:35:25,3.0000,6,114310.0000,381,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,16789,1143,13766,9610,2091,5819,17098,18483,4423,1972
sh,510050,2019-10-31 09:35:28,3.0000,1,2700.0000,9,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,21993,1345,22766,634,2091,100,14099,18483,1423,1972
sh,510050,2019-10-31 09:35:31,3.0000,1,7190.0000,24,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,22293,7345,16666,634,2091,76,11099,24483,4494,1972
sh,510050,2019-10-31 09:35:34,3.0000,3,33010.0000,110,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,23320,21945,1666,634,2081,1666,11099,15485,10494,4972
sh,510050,2019-10-31 09:35:37,3.0000,3,162300.0000,541,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,23020,18934,3666,634,2081,1125,8099,15252,4494,972
sh,510050,2019-10-31 09:35:40,3.0000,5,155100.0000,517,S,2.9990,2.9980,2.9970,2.9960,2.9950,3.0000,3.0010,3.0020,3.0030,3.0040,23030,19134,3666,4634,2201,708,8099,21252,8494,1472
sh,510050,2019-10-31 09:35:43,3.0000,8,284070.0000,947,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,1201,22803,19234,666,4634,8017,15252,11494,2502,4728
sh,510050,2019-10-31 09:35:46,3.0000,3,279600.0000,932,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,1,23168,22034,666,1634,8017,15252,17494,5502,4728
sh,510050,2019-10-31 09:35:49,3.0000,2,46510.0000,155,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,267,31968,13034,3666,1634,735,9252,20494,8502,4728
sh,510050,2019-10-31 09:35:52,3.0010,3,90030.0000,300,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0010,3.0020,3.0030,3.0040,3.0050,6428,34788,10234,1666,3472,335,252,10494,9502,7728
sh,510050,2019-10-31 09:35:55,3.0000,13,227440.0000,758,S,3.0000,2.9990,2.9980,2.9970,2.9960,3.0020,3.0030,3.0040,3.0050,3.0060,13570,43188,4234,1466,1369,257,4494,24502,10728,3829
sh,510050,2019-10-31 09:35:58,3.0020,3,75050.0000,250,S,3.0010,3.0000,2.9990,2.9980,2.9970,3.0020,3.0030,3.0040,3.0050,3.0060,750,25620,27692,4234,1466,1878,4494,24502,10728,3829
sh,510050,2019-10-31 09:36:01,3.0020,4,90060.0000,300,S,3.0010,3.0000,2.9990,2.9980,2.9970,3.0020,3.0030,3.0040,3.0050,3.0060,4051,24953,28032,4234,1466,1578,7155,18502,13728,6829
sh,510050,2019-10-31 09:36:04,3.0020,1,90060.0000,300,S,3.0010,3.0000,2.9990,2.9980,2.9970,3.0020,3.0030,3.0040,3.0050,3.0060,4051,21753,28082,4234,466,103,7155,23502,7728,3829
sh,510050,2019-10-31 09:36:07,3.0020,2,30930.0000,103,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,505,3903,33888,19082,1034,7155,17504,10728,6829,3035
sh,510050,2019-10-31 09:36:10,3.0020,2,24000.0000,80,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,765,7303,22037,18082,1034,7155,8504,4728,17400,3035
sh,510050,2019-10-31 09:36:13,3.0020,2,60040.0000,200,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,4159,15504,12537,18082,3870,4494,2504,22730,8400,2304
sh,510050,2019-10-31 09:36:19,3.0030,6,192790.0000,642,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,1616,16224,15631,15411,1768,3908,8504,22730,11402,2304
sh,510050,2019-10-31 09:36:22,3.0030,1,13810.0000,46,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,1916,16224,15766,15413,1768,3862,8504,22730,11402,2306
sh,510050,2019-10-31 09:36:25,3.0030,1,3010.0000,10,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,3655,16024,9796,15504,1743,3781,8504,16730,8402,2306
sh,510050,2019-10-31 09:36:28,3.0030,2,90390.0000,301,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,7083,27824,796,15504,5179,3480,2575,4730,11402,14306
sh,510050,2019-10-31 09:36:37,3.0020,6,158250.0000,527,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,6510,24744,3962,16296,5182,4089,2575,19730,11402,8206
sh,510050,2019-10-31 09:36:40,3.0030,2,30030.0000,100,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,6510,24744,962,19346,5182,3989,3575,19780,11402,8206
sh,510050,2019-10-31 09:36:43,3.0030,2,6010.0000,20,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,9305,24744,1062,19421,2346,3974,3575,22780,11402,2206
sh,510050,2019-10-31 09:36:46,3.0020,18,2697340.0000,8985,S,3.0020,3.0010,3.0000,2.9990,2.9980,3.0030,3.0040,3.0050,3.0060,3.0070,98,3144,10132,25421,8182,7019,12575,22883,5402,2206
